,distance_name,histogram_name,num_bins,accuracy
0,intersect,grayvalue,5,0.4157303370786517
1,intersect,grayvalue,10,0.5056179775280899
2,intersect,grayvalue,15,0.43820224719101125
3,intersect,grayvalue,20,0.4943820224719101
4,intersect,grayvalue,25,0.47191011235955055
5,intersect,grayvalue,30,0.5280898876404494
6,intersect,grayvalue,35,0.5168539325842697
7,intersect,grayvalue,40,0.5393258426966292
8,intersect,grayvalue,45,0.5056179775280899
9,intersect,grayvalue,50,0.5168539325842697
10,intersect,grayvalue,55,0.5280898876404494
11,intersect,grayvalue,60,0.5056179775280899
12,intersect,grayvalue,65,0.5168539325842697
13,intersect,grayvalue,70,0.48314606741573035
14,intersect,grayvalue,75,0.5393258426966292
15,intersect,grayvalue,80,0.43820224719101125
16,intersect,grayvalue,85,0.5955056179775281
17,intersect,grayvalue,90,0.449438202247191
18,intersect,grayvalue,95,0.5842696629213483
19,intersect,grayvalue,100,0.43820224719101125
20,intersect,grayvalue,105,0.5842696629213483
21,intersect,grayvalue,110,0.43820224719101125
22,intersect,grayvalue,115,0.5393258426966292
23,intersect,grayvalue,120,0.449438202247191
24,intersect,grayvalue,125,0.5393258426966292
25,intersect,grayvalue,130,0.449438202247191
26,intersect,grayvalue,135,0.5393258426966292
27,intersect,grayvalue,140,0.43820224719101125
28,intersect,grayvalue,145,0.550561797752809
29,intersect,grayvalue,150,0.43820224719101125
30,intersect,grayvalue,155,0.5393258426966292
31,intersect,grayvalue,160,0.4606741573033708
32,intersect,grayvalue,165,0.5393258426966292
33,intersect,grayvalue,170,0.47191011235955055
34,intersect,grayvalue,175,0.5168539325842697
35,intersect,grayvalue,180,0.47191011235955055
36,intersect,grayvalue,185,0.5168539325842697
37,intersect,grayvalue,190,0.47191011235955055
38,intersect,grayvalue,195,0.5168539325842697
39,intersect,grayvalue,200,0.47191011235955055
40,intersect,grayvalue,205,0.5280898876404494
41,intersect,grayvalue,210,0.47191011235955055
42,intersect,grayvalue,215,0.449438202247191
43,intersect,grayvalue,220,0.449438202247191
44,intersect,grayvalue,225,0.43820224719101125
45,intersect,grayvalue,230,0.4606741573033708
46,intersect,grayvalue,235,0.42696629213483145
47,intersect,grayvalue,240,0.4606741573033708
48,intersect,grayvalue,245,0.4606741573033708
49,intersect,grayvalue,250,0.4606741573033708
50,intersect,grayvalue,255,0.449438202247191
51,l2,grayvalue,5,0.4157303370786517
52,l2,grayvalue,10,0.449438202247191
53,l2,grayvalue,15,0.4044943820224719
54,l2,grayvalue,20,0.39325842696629215
55,l2,grayvalue,25,0.4044943820224719
56,l2,grayvalue,30,0.39325842696629215
57,l2,grayvalue,35,0.3595505617977528
58,l2,grayvalue,40,0.3595505617977528
59,l2,grayvalue,45,0.38202247191011235
60,l2,grayvalue,50,0.34831460674157305
61,l2,grayvalue,55,0.3707865168539326
62,l2,grayvalue,60,0.34831460674157305
63,l2,grayvalue,65,0.39325842696629215
64,l2,grayvalue,70,0.3146067415730337
65,l2,grayvalue,75,0.38202247191011235
66,l2,grayvalue,80,0.30337078651685395
67,l2,grayvalue,85,0.34831460674157305
68,l2,grayvalue,90,0.29213483146067415
69,l2,grayvalue,95,0.3258426966292135
70,l2,grayvalue,100,0.29213483146067415
71,l2,grayvalue,105,0.3146067415730337
72,l2,grayvalue,110,0.29213483146067415
73,l2,grayvalue,115,0.30337078651685395
74,l2,grayvalue,120,0.30337078651685395
75,l2,grayvalue,125,0.3146067415730337
76,l2,grayvalue,130,0.30337078651685395
77,l2,grayvalue,135,0.3146067415730337
78,l2,grayvalue,140,0.29213483146067415
79,l2,grayvalue,145,0.3146067415730337
80,l2,grayvalue,150,0.24719101123595505
81,l2,grayvalue,155,0.3258426966292135
82,l2,grayvalue,160,0.25842696629213485
83,l2,grayvalue,165,0.3258426966292135
84,l2,grayvalue,170,0.2808988764044944
85,l2,grayvalue,175,0.33707865168539325
86,l2,grayvalue,180,0.25842696629213485
87,l2,grayvalue,185,0.3146067415730337
88,l2,grayvalue,190,0.2808988764044944
89,l2,grayvalue,195,0.3258426966292135
90,l2,grayvalue,200,0.2696629213483146
91,l2,grayvalue,205,0.33707865168539325
92,l2,grayvalue,210,0.29213483146067415
93,l2,grayvalue,215,0.2696629213483146
94,l2,grayvalue,220,0.2696629213483146
95,l2,grayvalue,225,0.25842696629213485
96,l2,grayvalue,230,0.2808988764044944
97,l2,grayvalue,235,0.25842696629213485
98,l2,grayvalue,240,0.2696629213483146
99,l2,grayvalue,245,0.2696629213483146
100,l2,grayvalue,250,0.2696629213483146
101,l2,grayvalue,255,0.25842696629213485
102,chi2,grayvalue,5,0.4157303370786517
103,chi2,grayvalue,10,0.48314606741573035
104,chi2,grayvalue,15,0.4044943820224719
105,chi2,grayvalue,20,0.4157303370786517
106,chi2,grayvalue,25,0.4157303370786517
107,chi2,grayvalue,30,0.42696629213483145
108,chi2,grayvalue,35,0.38202247191011235
109,chi2,grayvalue,40,0.39325842696629215
110,chi2,grayvalue,45,0.38202247191011235
111,chi2,grayvalue,50,0.3707865168539326
112,chi2,grayvalue,55,0.38202247191011235
113,chi2,grayvalue,60,0.3595505617977528
114,chi2,grayvalue,65,0.4044943820224719
115,chi2,grayvalue,70,0.34831460674157305
116,chi2,grayvalue,75,0.39325842696629215
117,chi2,grayvalue,80,0.3146067415730337
118,chi2,grayvalue,85,0.38202247191011235
119,chi2,grayvalue,90,0.3258426966292135
120,chi2,grayvalue,95,0.3595505617977528
121,chi2,grayvalue,100,0.3258426966292135
122,chi2,grayvalue,105,0.3595505617977528
123,chi2,grayvalue,110,0.33707865168539325
124,chi2,grayvalue,115,0.34831460674157305
125,chi2,grayvalue,120,0.3258426966292135
126,chi2,grayvalue,125,0.33707865168539325
127,chi2,grayvalue,130,0.33707865168539325
128,chi2,grayvalue,135,0.33707865168539325
129,chi2,grayvalue,140,0.3146067415730337
130,chi2,grayvalue,145,0.3258426966292135
131,chi2,grayvalue,150,0.3258426966292135
132,chi2,grayvalue,155,0.33707865168539325
133,chi2,grayvalue,160,0.3146067415730337
134,chi2,grayvalue,165,0.33707865168539325
135,chi2,grayvalue,170,0.3146067415730337
136,chi2,grayvalue,175,0.34831460674157305
137,chi2,grayvalue,180,0.30337078651685395
138,chi2,grayvalue,185,0.3146067415730337
139,chi2,grayvalue,190,0.29213483146067415
140,chi2,grayvalue,195,0.3258426966292135
141,chi2,grayvalue,200,0.29213483146067415
142,chi2,grayvalue,205,0.3258426966292135
143,chi2,grayvalue,210,0.29213483146067415
144,chi2,grayvalue,215,0.29213483146067415
145,chi2,grayvalue,220,0.2808988764044944
146,chi2,grayvalue,225,0.29213483146067415
147,chi2,grayvalue,230,0.29213483146067415
148,chi2,grayvalue,235,0.2696629213483146
149,chi2,grayvalue,240,0.29213483146067415
150,chi2,grayvalue,245,0.29213483146067415
151,chi2,grayvalue,250,0.29213483146067415
152,chi2,grayvalue,255,0.2696629213483146
